Actual,Before_Calibration,After_Calibration,Difference
0,0.78,0.9548268670310515,0.17482686703105144
1,0.58,0.7547755000168548,0.17477550001685482
0,0.24,0.06539738667735015,0.17460261332264984
0,0.24,0.06556130046386188,0.1744386995361381
0,0.41,0.23607939197409764,0.17392060802590234
0,0.74,0.9138545907412075,0.17385459074120746
0,0.24,0.06626201625468817,0.17373798374531182
0,0.3,0.12628159790309793,0.17371840209690206
0,0.29,0.11652833738723138,0.17347166261276858
0,0.38,0.20653122410525487,0.17346877589474513
1,0.71,0.8833521551123782,0.17335215511237823
0,0.22,0.04670567756155598,0.173294322438444
1,0.54,0.7131920960408514,0.1731920960408514
0,0.44,0.26694759582875277,0.17305240417124723
0,0.37,0.19704140886231097,0.17295859113768902
0,0.34,0.16720192013017857,0.17279807986982146
0,0.22,0.047358734076048035,0.17264126592395196
1,0.76,0.9326200316926997,0.17262003169269968
0,0.26,0.0873852519405437,0.1726147480594563
1,0.66,0.8318509801664389,0.17185098016643885
0,0.36,0.18817778841268312,0.17182221158731686
0,0.32,0.1483919822050241,0.17160801779497592
0,0.26,0.088532152613713,0.171467847386287
0,0.25,0.07869677502104619,0.1713032249789538
0,0.79,0.9611698850006855,0.17116988500068542
0,0.75,0.920813487751437,0.170813487751437
0,0.64,0.8106471828190942,0.1706471828190942
1,0.55,0.3793727943993169,0.17062720560068312
0,0.23,0.05948200809527245,0.17051799190472755
0,0.22,0.049514473405339175,0.17048552659466082
1,0.78,0.9504549620692775,0.17045496206927746
0,0.24,0.06958944819289371,0.1704105518071063
1,0.22,0.04969898623182358,0.1703010137681764
0,0.32,0.15004469605367815,0.16995530394632186
0,0.57,0.4001148904496142,0.16988510955038577
0,0.26,0.09023384185475318,0.16976615814524681
0,0.68,0.8497595989273682,0.16975959892736814
0,0.45,0.28037984501798496,0.16962015498201505
1,0.78,0.9494034284214921,0.16940342842149203
1,0.62,0.7893175599452101,0.16931755994521014
0,0.35,0.18075210848541917,0.1692478915145808
1,0.61,0.7792179019175469,0.16921790191754693
0,0.21,0.040805150129388755,0.16919484987061123
0,0.28,0.11095212602589606,0.16904787397410398
0,0.31,0.14110897756880153,0.16889102243119847
1,0.74,0.9088486111497831,0.1688486111497831
0,0.25,0.08119038137387194,0.16880961862612806
0,0.26,0.09130293141621029,0.16869706858378972
0,0.3,0.1313526162218081,0.16864738377819188
0,0.28,0.11139481549000999,0.16860518450999004
0,0.76,0.9285824394415497,0.16858243944154971
0,0.58,0.7484699083637508,0.16846990836375086
1,0.66,0.8284541035626656,0.16845410356266555
1,0.36,0.1915915120013892,0.16840848799861077
0,0.28,0.11174935886508872,0.1682506411349113
1,0.66,0.8280881307482005,0.1680881307482005
0,0.47,0.30192258735094496,0.168077412649055
0,0.75,0.9179929257630643,0.16799292576306435
1,0.31,0.14204563157141528,0.16795436842858472
0,0.22,0.052052783601004814,0.16794721639899518
0,0.33,0.1621890410020423,0.16781095899795773
0,0.42,0.2522145722552072,0.16778542774479277
0,0.35,0.1822648225756793,0.16773517742432068
0,0.69,0.8575980723600896,0.1675980723600896
1,0.28,0.1124143192035296,0.16758568079647043
0,0.4,0.23256171227296205,0.16743828772703798
1,0.62,0.7872928904963176,0.16729289049631757
0,0.39,0.22275762431990728,0.16724237568009273
0,0.34,0.1727980728610801,0.16720192713891993
0,0.59,0.7571148099025806,0.16711480990258065
0,0.22,0.05290087672916512,0.16709912327083487
0,0.22,0.05293057040062019,0.16706942959937982
0,0.35,0.1829935572342388,0.16700644276576118
1,0.77,0.9369740265707914,0.1669740265707914
0,0.25,0.08332920046844688,0.16667079953155312
0,0.29,0.12340182242006008,0.1665981775799399
0,0.33,0.16372120956514868,0.16627879043485133
0,0.21,0.0438250936427821,0.16617490635721788
0,0.25,0.08405947944857235,0.16594052055142766
0,0.24,0.0740745894801978,0.1659254105198022
1,0.36,0.19409452068434885,0.16590547931565114
0,0.27,0.10434995160391687,0.16565004839608316
0,0.32,0.15449377351910323,0.16550622648089677
0,0.24,0.07450985344451865,0.16549014655548133
1,0.72,0.8853845240827443,0.1653845240827443
0,0.31,0.1447126333754984,0.1652873666245016
0,0.25,0.08479711890183447,0.16520288109816553
0,0.34,0.17496931602979007,0.16503068397020995
1,0.55,0.7149791488412419,0.16497914884124187
1,0.71,0.8747077016850081,0.16470770168500815
0,0.26,0.09537989170834676,0.16462010829165324
1,0.77,0.9345891013817432,0.1645891013817432
0,0.26,0.09543778816662576,0.16456221183337424
0,0.27,0.1055245739688987,0.16447542603110132
0,0.32,0.15571140724002155,0.16428859275997845
1,0.75,0.9141874570365471,0.16418745703654714
1,0.69,0.8541315570195366,0.16413155701953663
0,0.44,0.276055415634761,0.163944584365239
0,0.74,0.9038414097706265,0.16384140977062656
0,0.46,0.2962250230542046,0.1637749769457954
1,0.68,0.8437285204110738,0.16372852041107377
1,0.64,0.8036102943309759,0.16361029433097585
0,0.35,0.18644720997989686,0.16355279002010312
0,0.38,0.21650527726080973,0.16349472273919027
1,0.71,0.8731090002072068,0.16310900020720687
0,0.35,0.1869543782477015,0.16304562175229848
0,0.27,0.10713248356725455,0.16286751643274547
1,0.27,0.10744788965677063,0.1625521103432294
0,0.33,0.16748783753336374,0.16251216246663627
0,0.34,0.17766185934350187,0.16233814065649815
0,0.35,0.187729375177061,0.16227062482293897
0,0.23,0.0677617013284886,0.1622382986715114
0,0.48,0.3178839998338421,0.1621160001661579
0,0.31,0.14796381742376147,0.16203618257623853
1,0.23,0.06796742261478597,0.16203257738521404
0,0.26,0.09807890251866379,0.1619210974813362
0,0.52,0.6818880054623774,0.16188800546237736
0,0.55,0.7118521679233542,0.1618521679233541
1,0.79,0.9518427528376476,0.1618427528376476
1,0.76,0.921807944001593,0.16180794400159304
0,0.32,0.1582833180891518,0.1617166819108482
0,0.39,0.22829967929593273,0.16170032070406729
1,0.22,0.058434535964158964,0.16156546403584104
0,0.28,0.11845063713198578,0.16154936286801425
1,0.24,0.07880184131992238,0.1611981586800776
1,0.68,0.8408875063088999,0.1608875063088998
1,0.72,0.8808841665331603,0.1608841665331603
0,0.26,0.09916082370608001,0.16083917629392
0,0.26,0.09923897608303106,0.16076102391696895
0,0.23,0.0692397260202864,0.1607602739797136
0,0.62,0.7806816442257715,0.16068164422577147
1,0.68,0.8406809670917887,0.1606809670917887
1,0.46,0.2993730040656323,0.16062699593436774
0,0.31,0.14941254584706973,0.16058745415293027
1,0.5,0.3395890006493441,0.1604109993506559
0,0.26,0.09963823299784544,0.16036176700215457
0,0.78,0.9403116345128428,0.1603116345128428
0,0.2,0.0396903452597916,0.16030965474020842
0,0.3,0.13977787181884863,0.16022212818115136
1,0.25,0.08980460491480476,0.16019539508519526
0,0.21,0.049951552032741174,0.1600484479672588
1,0.22,0.05998421313984613,0.16001578686015389
0,0.71,0.8700086432725336,0.1600086432725336
0,0.47,0.31016233007739047,0.1598376699226095
0,0.47,0.6297364127258034,0.1597364127258034
0,0.38,0.2204141487711211,0.15958585122887892
1,0.74,0.899408582056917,0.159408582056917
0,0.23,0.07068532876782367,0.15931467123217635
0,0.28,0.12070012794271316,0.15929987205728685
0,0.28,0.12084774773526503,0.159152252264735
0,0.48,0.32086098192981394,0.15913901807018604
0,0.63,0.7891306173945567,0.1591306173945567
0,0.27,0.110939768542208,0.15906023145779202
0,0.25,0.09104044596849405,0.15895955403150597
1,0.71,0.8689408100990864,0.15894081009908645
0,0.47,0.6287856639837088,0.15878566398370886
1,0.58,0.7386708885408617,0.15867088854086175
1,0.55,0.7086293091753051,0.15862930917530504
0,0.23,0.07138923168916793,0.1586107683108321
0,0.3,0.14143011317531634,0.15856988682468365
0,0.31,0.15159127805847722,0.15840872194152278
1,0.71,0.868358373955218,0.158358373955218
0,0.23,0.0716951622296868,0.1583048377703132
0,0.26,0.10171740955054329,0.15828259044945672
1,0.67,0.8282124244987725,0.15821242449877249
0,0.25,0.09182419246683504,0.15817580753316496
1,0.74,0.8980897773270435,0.15808977732704355
0,0.38,0.221964477454878,0.15803552254512201
0,0.22,0.06207820880985019,0.15792179119014982
0,0.64,0.7978873517504483,0.15788735175044832
1,0.78,0.9378359758891589,0.15783597588915887
0,0.21,0.05218349501808768,0.1578165049819123
0,0.21,0.05229797334784979,0.15770202665215022
0,0.69,0.8476896913598277,0.1576896913598278
0,0.79,0.9476459239284161,0.15764592392841603
0,0.22,0.062485258889750504,0.1575147411102495
0,0.21,0.05260461622201138,0.15739538377798862
0,0.29,0.13272484770691834,0.15727515229308164
1,0.57,0.7270806562444497,0.15708065624444978
0,0.35,0.1929502055618288,0.1570497944381712
0,0.37,0.21301095082392604,0.15698904917607395
0,0.23,0.07308129624747281,0.1569187037525272
0,0.29,0.1332234261886643,0.15677657381133567
0,0.35,0.19342286723488689,0.1565771327651131
0,0.28,0.12353345929874178,0.15646654070125826
0,0.27,0.11368013799706285,0.15631986200293718
0,0.28,0.123803389539254,0.156196610460746
0,0.23,0.07382115306846129,0.15617884693153872
0,0.26,0.1038732360430988,0.15612676395690123
1,0.24,0.08388595910706124,0.15611404089293873
0,0.25,0.09394227496256773,0.15605772503743226
0,0.58,0.7357578262361453,0.1557578262361453
0,0.25,0.09426728953896042,0.1557327104610396
1,0.3,0.1442682058120624,0.1557317941879376
0,0.24,0.0842899899122802,0.15571001008771979
0,0.21,0.05438619648087646,0.15561380351912352
0,0.28,0.12440448257564714,0.1555955174243529
1,0.64,0.7955743343752716,0.15557433437527157
0,0.34,0.18443329613194487,0.15556670386805516
0,0.21,0.05454106718776576,0.15545893281223422
1,0.44,0.2845829743971441,0.15541702560285592
1,0.59,0.7451343639076178,0.1551343639076178
1,0.22,0.06504529230876611,0.15495470769123387
1,0.77,0.9248671452155225,0.15486714521552247
0,0.24,0.08518705703961507,0.15481294296038492
0,0.28,0.12524064386469677,0.15475935613530326
0,0.42,0.2652565663680327,0.1547434336319673
0,0.26,0.10536798607652645,0.15463201392347356
1,0.7,0.8545199091614318,0.15451990916143188
0,0.25,0.09556279684995407,0.15443720315004594
1,0.8,0.9543967894461577,0.15439678944615765
0,0.41,0.25618759497748905,0.15381240502251092
0,0.22,0.06620812816662916,0.15379187183337084
0,0.33,0.17627444719128935,0.15372555280871067
0,0.58,0.4264381385085668,0.15356186149143314
0,0.24,0.08647756912234769,0.1535224308776523
0,0.33,0.17668394380530317,0.15331605619469685
0,0.62,0.7733159833781785,0.15331598337817853
1,0.35,0.19669378672213006,0.15330621327786992
1,0.79,0.9433049894663956,0.1533049894663956
0,0.34,0.18669819587606548,0.15330180412393454
0,0.22,0.06673351204477253,0.15326648795522746
0,0.2,0.04694270707540975,0.15305729292459025
0,0.52,0.6729817181907921,0.1529817181907921
0,0.65,0.802965519528712,0.15296551952871196
0,0.27,0.11717271308136994,0.15282728691863007
1,0.69,0.8427791926352688,0.15277919263526885
0,0.21,0.057468112082089906,0.1525318879179101
1,0.24,0.08747688720205762,0.15252311279794237
1,0.57,0.7225178779980659,0.15251787799806593
1,0.66,0.8124594005877759,0.15245940058777585
0,0.31,0.15761276184670264,0.15238723815329736
0,0.23,0.07786435762736116,0.15213564237263885
1,0.63,0.7821154276027982,0.15211542760279817
0,0.26,0.10798519250984304,0.15201480749015697
0,0.23,0.07799103839403874,0.15200896160596128
0,0.38,0.22803621589076215,0.15196378410923786
0,0.64,0.7918632132953838,0.15186321329538377
0,0.22,0.06814393122275622,0.15185606877724378
1,0.34,0.1881553467114693,0.15184465328853072
0,0.24,0.0881865154136591,0.1518134845863409
0,0.36,0.20825611732837923,0.15174388267162076
0,0.22,0.06831512717381756,0.15168487282618243
0,0.21,0.05840998891239578,0.15159001108760423
1,0.76,0.9115416771863011,0.15154167718630107
0,0.26,0.10848606945922812,0.1515139305407719
0,0.43,0.2785227938992261,0.15147720610077392
1,0.78,0.9314741576098836,0.1514741576098836
0,0.25,0.09864320792299325,0.15135679207700675
0,0.51,0.35869322780905827,0.15130677219094174
0,0.31,0.15900850808688496,0.15099149191311503
0,0.27,0.11903905128749208,0.15096094871250793
0,0.21,0.05904218028828958,0.1509578197117104
1,0.74,0.8905777291586199,0.1505777291586199
0,0.27,0.11955967927205127,0.15044032072794875
0,0.57,0.7203866158048792,0.15038661580487922
0,0.24,0.08962509316939574,0.15037490683060425
0,0.23,0.07962806660068031,0.1503719333993197
0,0.38,0.22964998523104777,0.15035001476895224
0,0.2,0.04967517692900846,0.15032482307099154
0,0.29,0.1398690834277865,0.15013091657221347
1,0.44,0.28990686918504305,0.15009313081495695
1,0.75,0.9000725314181798,0.15007253141817978
0,0.22,0.06998425359195648,0.15001574640804352
0,0.69,0.8398925797095961,0.14989257970959613
0,0.23,0.08012481970458264,0.14987518029541735
0,0.5,0.35018614129133924,0.14981385870866076
0,0.51,0.36021199700484124,0.14978800299515876
1,0.22,0.07024604483142918,0.14975395516857082
0,0.54,0.6897498014174165,0.14974980141741645
0,0.26,0.11043856030954113,0.14956143969045887
0,0.25,0.10073143060687513,0.14926856939312488
0,0.39,0.2407380718832719,0.14926192811672812
0,0.39,0.2407380718832719,0.14926192811672812
1,0.74,0.8892053725563811,0.1492053725563811
0,0.27,0.12085418978227966,0.14914581021772036
0,0.36,0.2109550634082476,0.14904493659175239
0,0.7,0.8489711409053594,0.14897114090535946
0,0.23,0.08112155164169267,0.14887844835830732
0,0.64,0.7888693620244535,0.14886936202445344
1,0.78,0.9287213610092223,0.14872136100922229
0,0.21,0.06128188638126839,0.1487181136187316
1,0.77,0.9186753249028851,0.14867532490288504
0,0.21,0.0616646094872314,0.1483353905127686
0,0.23,0.08178695381119108,0.14821304618880893
0,0.23,0.08179466758372758,0.14820533241627243
1,0.78,0.9281712557291939,0.14817125572919387
0,0.32,0.17193994826335263,0.14806005173664738
1,0.2,0.05195423022506333,0.14804576977493666
0,0.3,0.1519942249356721,0.14800577506432788
1,0.76,0.9077827913990273,0.14778279139902728
1,0.6,0.7476178055075673,0.1476178055075673
0,0.23,0.08241720192866855,0.14758279807133146
0,0.27,0.12246817520768243,0.14753182479231758
0,0.24,0.09251812692694665,0.14748187307305333
1,0.76,0.907424226756104,0.147424226756104
0,0.41,0.26261439133106823,0.14738560866893174
0,0.77,0.9173533625226773,0.14735336252267728
0,0.27,0.12277758655911386,0.14722241344088616
0,0.21,0.06279074596243944,0.14720925403756055
0,0.36,0.2130699253492759,0.14693007465072408
0,0.29,0.1431455656009504,0.14685443439904958
0,0.36,0.2131699664730496,0.1468300335269504
0,0.2,0.05334458567844382,0.14665541432155618
0,0.21,0.0633858411903522,0.1466141588096478
1,0.52,0.6665874175409331,0.14658741754093307
1,0.77,0.9164553759695565,0.1464553759695565
0,0.28,0.13358424555778572,0.1464157544422143
1,0.31,0.16358704567555069,0.1464129543244493
0,0.24,0.09362274952514865,0.14637725047485134
1,0.77,0.9163705766793706,0.1463705766793706
1,0.24,0.0936498202868676,0.1463501797131324
0,0.24,0.09368339540850283,0.14631660459149715
0,0.24,0.09382062301825309,0.1461793769817469
0,0.27,0.12407054136758133,0.14592945863241868
1,0.79,0.9358027546094932,0.1458027546094932
1,0.76,0.9055220660110546,0.14552206601105455
0,0.21,0.0645403551966736,0.1454596448033264
0,0.69,0.8352833104155,0.14528331041550002
1,0.74,0.8852683724459677,0.1452683724459677
1,0.61,0.755212870022066,0.14521287002206607
0,0.25,0.10481420599722517,0.14518579400277482
0,0.75,0.8950881955044743,0.14508819550447427
1,0.32,0.17510696023274055,0.14489303976725945
0,0.43,0.5748600455657746,0.14486004556577464
0,0.32,0.17554346375248947,0.14445653624751054
1,0.73,0.8744554370774246,0.1444554370774246
1,0.78,0.924305904325478,0.14430590432547796
0,0.25,0.10576257795674696,0.14423742204325304
1,0.8,0.9441915573489765,0.14419155734897648
0,0.21,0.06585884943502429,0.1441411505649757
1,0.6,0.7440872933406599,0.14408729334065995
0,0.21,0.06591772148685605,0.14408227851314392
1,0.33,0.1860225435522304,0.1439774564477696
0,0.36,0.21613769662785978,0.1438623033721402
0,0.43,0.28615843219853226,0.14384156780146773
0,0.21,0.06631541778122689,0.14368458221877312
0,0.21,0.06634145359890017,0.14365854640109982
1,0.63,0.7735505468736353,0.14355054687363533
0,0.23,0.08645039361300158,0.14354960638699843
1,0.44,0.2964525391296278,0.14354746087037218
0,0.28,0.13649418946734002,0.14350581053266
0,0.19,0.046541879654551574,0.14345812034544841
0,0.26,0.11655093175537443,0.14344906824462558
1,0.68,0.8232479275834894,0.14324792758348937
0,0.59,0.73306962374966,0.14306962374966004
0,0.8,0.9430316855535598,0.14303168555355972
0,0.19,0.047041658684109706,0.1429583413158903
1,0.78,0.9228504147403953,0.14285041474039528
0,0.3,0.15728616064458895,0.14271383935541104
0,0.2,0.05729873257082594,0.14270126742917408
1,0.65,0.7925906893307502,0.14259068933075014
1,0.76,0.9024557132286496,0.14245571322864958
1,0.57,0.7124161050289428,0.14241610502894286
0,0.22,0.07765421007215625,0.14234578992784375
0,0.22,0.07766080994341336,0.14233919005658663
0,0.3,0.15766702022828105,0.14233297977171894
1,0.43,0.2879286169604692,0.14207138303953082
1,0.44,0.2979546721062588,0.1420453278937412
1,0.79,0.9320243539749665,0.1420243539749665
1,0.25,0.10811912043703935,0.14188087956296064
1,0.66,0.8017745034826816,0.1417745034826816
1,0.21,0.06829875526813402,0.14170124473186596
0,0.34,0.19829964115324578,0.14170035884675425
0,0.19,0.04830482676743344,0.14169517323256656
1,0.77,0.9115782218968878,0.14157822189688773
1,0.38,0.23849108684287107,0.14150891315712893
0,0.46,0.31851112173284524,0.14148887826715478
1,0.73,0.871437671315876,0.14143767131587603
0,0.51,0.3686326946827892,0.1413673053172108
